QUALITY_SCORE,SPECIES,OWNER,REGION,COUNTRY_OF_ORIGIN,HARVEST_YEAR,VARIETY,STATUS,PROCESSING_METHOD,AROMA,FLAVOR,AFTERTASTE,ACIDITY,BODY,BALANCE,CLEAN_CUP,SWEETNESS,CUPPER_POINTS,MOISTURE,QUAKERS,CATEGORY_ONE_DEFECTS,CATEGORY_TWO_DEFECTS,COLOR,ALTITUDE_NUMERIC,ALTITUDE_UOM,GRADING_YEAR
81.17,Arabica,Kona Pacific Farmers Cooperative,KONA,USA (Hawaii),2011,NULL,Completed,NULL,7.25,7.75,7.67,7.67,7.42,7.67,9.33,10,7.75,4,0,3,0,NULL,NULL,NULL,2011
81.17,Arabica,NUCOFFEE,SOUTH OF MINAS GERAIS,Brazil,2012,Mundo Novo,Completed,Natural_Dry,7.42,7.33,7.25,7.42,7.5,7.17,10,10,7.08,12,0,0,1,Green,1000,m,2012
81.17,Arabica,Taylor Winch (T) Ltd,MBINGA RUVUMA,Tanzania,2014,Bourbon,Completed,Washed_Wet,7.58,7.17,7.17,7.33,7.33,7.25,10,10,7.33,12,0,0,2,Bluish_Green,1550,m,2014
81.17,Arabica,The Coffee Source Inc.,ORIENTE,Guatemala,2012,Caturra,Completed,Washed_Wet,7.42,7.25,7.33,7.25,7.25,7.42,10,10,7.25,12,0,0,4,Green,1450,m,2012
81.17,Arabica,Victoria,CORILLERA ADMINISTRATIVE,Philippines,2014,Typica,Completed,Natural_Dry,7.25,7.25,7.25,7.08,7.58,7.5,10,10,7.25,0,0,0,4,None,1200,m,2015
81.17,Arabica,NULL,CENTRAL REGION,Honduras,2015,Catuai,Completed,Natural_Dry,7.42,7.33,7,7.42,7.33,7.33,10,10,7.33,13,0,0,1,Green,1450,m,2015
81.25,Arabica,ALFREDO BOJALIL,MOTOZINTLA,Mexico,2012,Typica,Completed,Washed_Wet,7.42,7.42,7.33,7.33,7.5,7.42,10,10,7.5,12,0,0,1,Green,1500,m,2012
81.25,Arabica,CADEXSA,MARCALA,Honduras,2015,Catuai,Completed,Washed_Wet,7.42,7.17,7.17,7.5,7.33,7.25,10,10,7.42,12,0,0,1,Green,1400,m,2015
81.25,Arabica,"COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",JINOTEGA,Nicaragua,2015,Catuai,Completed,Washed_Wet,7.08,7.5,7.33,7.17,7.42,7.25,10,10,7.5,10,0,0,4,Green,1100,m,2015
81.25,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,NANTOU GUOXING 南投縣國姓鄉,Taiwan,2013,Typica,Completed,Semi_washed_Semi_pulped,7.5,7.5,7.25,7.25,7.25,7.25,10,10,7.25,11,0,0,0,Green,650,m,2013
81.25,Arabica,EssenceCoffee,HUEHUETENANGO,Guatemala,2014,Pacamara,Completed,Washed_Wet,7.33,7.42,7.17,7.25,7.42,7.33,10,10,7.33,9,0,0,2,Bluish_Green,1700,m,2015
81.25,Arabica,Ipanema Coffees,SOUTH OF MINAS GERAIS,Brazil,2015,Yellow Bourbon,Completed,Natural_Dry,7.17,7.42,7.17,7.08,6.92,8.17,10,10,7.33,0,0,0,1,Green,1,m,2015
81.25,Arabica,Juan Luis Alvarado Romero,SACATEPEQUEZ GUATEMALA,Guatemala,2013,Caturra,Completed,Washed_Wet,7.5,7.33,7.5,7.58,7,7.25,10,10,7.08,11,0,0,4,Green,5000,ft,2013
81.25,Arabica,"Lin, Che-Hao Krude 林哲豪",DONGSHAN DIST TAINAN CITY 台南市東山區,Taiwan,2015,Typica,Completed,Natural_Dry,7.83,7.75,7.67,7.83,7.83,7.75,10,10,5.25,12,0,0,0,Green,680,m,2016
81.25,Arabica,Shangrilla Estate Ltd,KARATU NGOROGORO,Tanzania,2014,Other,Completed,Washed_Wet,7.33,7.17,7.17,7.5,7.25,7.42,10,10,7.42,13,0,0,5,Green,1700,m,2014
81.33,Arabica,AFCA,WEST OF MZUZU,Malawi,2014,Gesha,Completed,Washed_Wet,7.75,7.33,7.08,7.33,7.33,7.25,10,10,7.25,13,0,0,1,Green,1200,m,2014
81.33,Arabica,Angel Oscar Medina Rodriguez,HUATUSCO VERACRUZ,Mexico,2016,NULL,Completed,NULL,7.67,7.42,7,7.42,7.58,7.08,10,10,7.17,12,2,0,0,Green,1130,m,2016
81.33,Arabica,Bismarck Castro,COMAYAGUA,Honduras,2016,Caturra,Completed,Washed_Wet,7.5,7.5,7,7.17,7.5,7.33,10,10,7.33,11,2,0,3,Bluish_Green,1500,m,2016
81.33,Arabica,CADEXSA,MARCALA,Honduras,2015,Catuai,Completed,Washed_Wet,7.58,7.42,7.17,7.42,7.17,7.17,10,10,7.42,9,0,0,4,Green,1350,m,2015
81.33,Arabica,Cafebras,CERRADO MINEIRO,Brazil,2015,Catuai,Completed,Natural_Dry,7.25,7.33,7.33,7.33,7.33,7.42,10,10,7.33,11,0,0,14,Green,1100,m,2015
81.33,Arabica,HECTOR GABRIEL BARREDA NADER,VERACRUZ,Mexico,2012,Typica,Completed,Washed_Wet,7.33,7.25,7.17,7.42,7.58,7.33,10,10,7.25,12,0,0,4,None,1000,m,2012
81.33,Arabica,Jacques Pereira Carneiro,MANTIQUEIRA DE MINAS,Brazil,2014,Yellow Bourbon,Completed,Other,7.17,7.33,7.42,7.25,7.42,7.33,10,10,7.42,12,0,0,6,Green,1200,m,2014
81.33,Arabica,JULIO PEREZ HERNANDEZ,TAPACHULA,Mexico,2012,Typica,Completed,Washed_Wet,7.58,7.42,7.25,7.33,7.25,7.25,10,10,7.25,13,0,4,13,Green,1800,m,2012
81.33,Arabica,KlemOrganics,MATAS DE MINAS,Brazil,2017,Catuai,Completed,Natural_Dry,7.5,7.58,7.5,7.5,7.75,7.83,9.33,9.33,7.58,11,0,0,0,Green,1100,m,2017
81.33,Arabica,Mayra Yessenia Torres,SAN MARCOS OCOTEPEQUE,Honduras,2014,Catuai,Completed,Washed_Wet,7.33,7.33,7.17,7.33,7.5,7.33,10,10,7.33,12,0,0,3,Green,1450,m,2014
81.33,Arabica,Racafe & Cia S.C.A,HUILA,Colombia,2016,Caturra,Completed,Washed_Wet,7.5,7.33,7.33,7.17,7.33,7.42,10,10,7.25,0,0,0,0,NULL,NULL,NULL,2016
81.33,Arabica,Victoria,DAVAO CITY REGION,Philippines,2014,Other,Completed,Washed_Wet,7.08,7.33,7.42,7.33,7.33,7.5,10,10,7.33,14,0,0,3,Green,1400,m,2014
81.42,Arabica,AFCA,NORTH OF MZUZU,Malawi,2014,Gesha,Completed,Washed_Wet,7.58,7.17,7.33,7.42,7.08,7.42,10,10,7.42,12,0,0,0,Bluish_Green,1422,m,2014
81.42,Arabica,CADEXSA,MARCALA,Honduras,2015,Catuai,Completed,Washed_Wet,7.5,7.33,7.17,7.25,7.5,7.42,10,10,7.25,12,0,0,1,Green,1400,m,2015
81.42,Arabica,Cafebras,CERRADO MINEIRO,Brazil,2015,Catuai,Completed,Natural_Dry,7.33,7.5,7.5,7.33,6.83,7.42,10,10,7.5,11,0,0,2,Green,1100,m,2015
81.42,Arabica,CAFES TOMARI SA DE CV,VERACRUZ,Mexico,2017,Mundo Novo,Completed,Washed_Wet,7.58,7.33,7.08,7.33,7.5,7.33,10,10,7.25,12,5,1,17,Green,1100,m,2017
81.42,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,苗栗三灣,Taiwan,2014,Typica,Completed,Washed_Wet,7.83,7.75,7.42,7.17,7.08,7.08,10,10,7.08,12,0,0,0,Green,110,m,2014
81.42,Arabica,Dane Loraas,PUNO,Peru,2013,NULL,Completed,Washed_Wet,7.42,7.42,7.17,7.33,7.42,7.42,10,10,7.25,10,0,1,5,Bluish_Green,NULL,NULL,2014
81.42,Arabica,Exportadora de Cafe Condor S.A,HUILA,Colombia,2011,Caturra,Completed,Natural_Dry,7.5,7.42,7.25,7.17,7.17,7.75,10,10,7.17,11,0,0,0,Green,1750,m,2011
81.42,Arabica,Exportadora de Cafe Condor S.A,CAUCA,Colombia,2010,NULL,Completed,NULL,7.75,7.33,7.42,7,7.33,7.25,10,10,7.33,16,0,0,2,NULL,1880,m,2011
81.42,Arabica,GRUPO CAFETALERO LOS BRUJOS SPR DE RL,COATEPEC COATEPEC,Mexico,2012,Typica,Completed,Washed_Wet,7.42,7.42,7.25,7.25,7.5,7.33,10,10,7.25,13,0,0,1,NULL,1100,m,2012
81.42,Arabica,Ipanema Coffees,SOUTH MINAS GERAIS,Brazil,2014,Bourbon,Completed,Natural_Dry,7.25,7.5,7.42,7.17,7.33,7.33,10,10,7.42,0,0,0,0,Green,1100,m,2014
81.42,Arabica,Juan Luis Alvarado Romero,ORIENTE,Guatemala,2013,Bourbon,Completed,Washed_Wet,7.42,7.33,7.25,7.42,7.42,7.5,10,10,7.08,12,0,0,4,Green,4300,ft,2013
81.42,Arabica,Juan Luis Alvarado Romero,SAN MARCOS,Guatemala,2016,Catuai,Completed,Washed_Wet,7.42,7.33,7.08,7.58,7.33,7.25,10,10,7.42,10,0,0,0,Green,4500,ft,2016
81.42,Arabica,Juan Luis Alvarado Romero,SAN LUCAS TOLIMAN SOLOLA,Guatemala,2014,Bourbon,Completed,Washed_Wet,7.42,7.5,7.17,7.42,7.42,7.42,10,10,7.08,10,0,0,6,Green,1550,m,2014
81.42,Arabica,Kona Pacific Farmers Cooperative,KONA,USA (Hawaii),2010,Peaberry,Completed,NULL,7.83,7,7,7.58,7.58,7.5,10,10,6.92,1,0,0,10,NULL,NULL,NULL,2010
81.42,Arabica,Kurt Kappeli,SILTEPEC EL TRIUNFO,Mexico,2014,Typica,Completed,Washed_Wet,7.67,7.33,7.25,7.17,7.25,7.42,10,10,7.33,0,0,1,1,Green,1550,m,2014
81.42,Arabica,SAUL M. HERNANDEZ RAMIREZ,HUAZALINGO HIDALGO,Mexico,2012,Caturra,Completed,Washed_Wet,7.42,7.33,7.25,7.17,7.25,7.42,10,10,7.58,13,0,1,8,None,763,m,2012
81.5,Arabica,AFCA,NORTH OF MZUZU,Malawi,2014,Gesha,Completed,Washed_Wet,7.67,7.42,6.92,7.5,7.5,7.17,10,10,7.33,12,0,0,0,Green,1599,m,2014
81.5,Arabica,ALFREDO BOJALIL,LA CONCORDIA CHIAPAS,Mexico,2013,Typica,Completed,Washed_Wet,7.33,7.33,7.17,7.42,7.5,7.5,10,10,7.25,13,0,0,2,Green,1150,m,2013
81.5,Arabica,ALFREDO BOJALIL,AMATENANGO DE LA FRONTERA,Mexico,2012,Typica,Completed,Washed_Wet,7.58,7.42,7.25,7.42,7.33,7.33,10,10,7.17,12,0,0,5,Green,1600,m,2012
81.5,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,古坑鄉荷包村尖山坑號,Taiwan,2015,Typica,Completed,Natural_Dry,7.5,7.42,7.33,7.08,7.58,7.25,10,10,7.33,12,0,0,2,Green,180,m,2015
81.5,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,TAICHUNG XINSHE 台中市新社區,Taiwan,2013,Typica,Completed,Other,7.5,7.42,7.25,7.25,7.33,7.33,10,10,7.42,11,0,0,0,Green,600,m,2013
81.5,Arabica,Elsy Reyes,COMAYAGUA,Honduras,2017,Caturra,Completed,Washed_Wet,7.5,7.5,7.33,7.42,7.17,7.25,10,10,7.33,10,0,0,5,Green,1400,m,2017
81.5,Arabica,"Exportadora Atlantic, S.A.",JALAPA,Nicaragua,2017,Caturra,Completed,Other,7.5,7.42,7.33,7.33,7.25,7.33,10,10,7.33,11,0,0,3,Green,1100,m,2017
81.5,Arabica,Genius Coffee,YWAR NGAN TOWNSHIP,Myanmar,2015,Catuai,Completed,Washed_Wet,7.25,7.42,7.25,7.5,7.33,7.33,10,10,7.42,0,0,0,4,Green,4000,ft,2015
81.5,Arabica,Jacques Pereira Carneiro,SUL DE MINAS,Brazil,2014,Yellow Bourbon,Completed,Semi_washed_Semi_pulped,7.58,7.5,7.5,7.67,7.67,7.83,9.33,9.33,7.75,0,0,1,1,Green,1200,m,2014
81.5,Arabica,Jacques Pereira Carneiro,SUL DE MINAS,Brazil,2012,Bourbon,Completed,Semi_washed_Semi_pulped,7.5,7.42,7.17,7.42,7.5,7.33,10,10,7.17,12,0,0,2,Blue_Green,125,m,2012
81.5,Arabica,JOSE LUIS MUNOZ GUERRERO,MANZANILLO,Mexico,2012,Typica,Completed,Semi_washed_Semi_pulped,7.33,7.5,7.33,7.33,7.33,7.42,10,10,7.25,11,0,0,6,Green,1000,m,2012
81.5,Arabica,JOSE LUIS MUNOZ GUERRERO,TEMAXCALAPA,Mexico,2012,Catuai,Completed,Washed_Wet,7.42,7.25,7.17,7.42,7.17,8,10,10,7.08,12,0,0,10,Green,1100,m,2012
81.5,Arabica,Juan Luis Alvarado Romero,ORIENTE,Guatemala,2012,Bourbon,Completed,Washed_Wet,7.33,7.5,7.33,7.42,7.17,7.33,10,10,7.42,11,0,0,1,Green,NULL,NULL,2012
81.5,Arabica,Juan Luis Alvarado Romero,SANTA ROSA,Guatemala,2017,Bourbon,Completed,NULL,7.5,7.42,7.25,7.25,7.5,7.25,10,10,7.33,12,0,0,0,Green,NULL,NULL,2017
81.5,Arabica,Juan Luis Alvarado Romero,SANTA ROSA,Guatemala,2017,Bourbon,Completed,Washed_Wet,7.67,7.58,7.17,7.42,7.33,7.42,10,10,7.58,10,0,0,0,Green,4000,ft,2017
81.5,Arabica,Juan Luis Alvarado Romero,ORIENTE,Guatemala,2014,Other,Completed,Washed_Wet,7.5,7.42,7.17,7.58,7.25,7.42,10,10,7.17,12,0,0,0,Green,4000,ft,2014
81.5,Arabica,Kona Pacific Farmers Cooperative,KONA,USA (Hawaii),2010,NULL,Completed,NULL,7.33,7.33,7.33,7.5,7.5,7.83,10,10,7.33,0,0,0,17,NULL,NULL,NULL,2010
81.5,Arabica,"Lin, Che-Hao Krude 林哲豪
",GUOXING TOWNSHIP NANTOU COUNTY 南投縣國姓鄉,Taiwan,2014,Typica,Completed,Washed_Wet,7.42,7.33,7.67,7.33,7.42,7.5,10,9.33,7.5,11,0,0,0,Blue_Green,900,m,2014
81.5,Arabica,MARIA DE LA PAZ AGUILAR GUILLEN,ATOYAC DE ALVAREZ,Mexico,2012,Typica,Completed,Natural_Dry,7.5,7.5,7.25,7.5,7.42,7.58,10,10,7.42,11,0,0,3,Green,1100,m,2012
81.5,Arabica,Myriam Kaplan-Pasternak,DONDON HAITI,Haiti,2013,Blue Mountain,Completed,Washed_Wet,7.42,7.33,7.25,7.42,7.42,7.33,10,10,7.33,11,0,0,0,Bluish_Green,825,m,2014
81.5,Arabica,Racafe & Cia S.C.A,CAUCA,Colombia,2011,NULL,Completed,NULL,7.42,7.42,7.17,7.42,7.42,7.33,10,10,7.33,6,0,1,0,NULL,1450,m,2011
81.5,Arabica,Santa Laura Exportadora de Cafe S.L.E.C. S.A.,OCCIDENTAL,Costa Rica,2014,Caturra,Completed,Washed_Wet,7.83,7.33,7.08,7.08,7.33,7.5,10,10,7.33,12,0,1,2,Green,1200,m,2015
81.5,Arabica,Specialty Coffee Association of Indonesia,IJEN HIGHLAND EAST JAVA,Indonesia,2012,Other,Completed,Washed_Wet,7.75,7.17,7.17,7.33,7.58,7.33,10,10,7.17,12,0,0,0,Green,1400,m,2012
81.5,Arabica,TOMAS EDELMANN BLASS,TAPACHULA,Mexico,2012,Bourbon,Completed,Washed_Wet,7.42,7.42,7.33,7.17,7.25,7.42,10,10,7.5,13,0,0,5,Green,1250,m,2012
81.58,Arabica,Acacia Hills Ltd,OLDEANI MONGOLA,Tanzania,2014,Other,Completed,Washed_Wet,7.42,7.42,7.33,7.42,7.42,7.33,10,10,7.25,12,0,0,5,Green,1800,m,2014
81.58,Arabica,AFCA,WEST OF MZUZU,Malawi,2014,Gesha,Completed,Washed_Wet,7.42,7.42,7.17,7.58,7.33,7.33,10,10,7.33,13,0,0,0,Green,1100,m,2014
81.58,Arabica,Benjamin Schmerler,TARRAZU SAN JOSE COSTA RICA,Costa Rica,2011,NULL,Completed,NULL,7.25,7.17,7.33,7.33,7.5,7.75,10,10,7.25,0,0,0,1,NULL,5250,ft,2011
81.58,Arabica,"CECA, S.A.",TURRIALBA,Costa Rica,2015,Caturra,Completed,Washed_Wet,7.58,7.42,7.5,7.17,7.08,7.58,10,10,7.25,12,0,0,1,Green,13,m,2015
81.58,Arabica,Doi Chaang Coffee Company,DOI CHAANG VILLAGE CHIANG RAI THIALAND,Thailand,2011,NULL,Completed,NULL,7.08,7.33,7.58,7.58,7.17,7.5,10,10,7.33,1,0,0,0,NULL,4921,ft,2011
81.58,Arabica,Doi Tung Development Project,,Thailand,2011,NULL,Completed,NULL,7.33,7.33,7.17,7.5,7.58,7.33,10,10,7.33,20,0,0,0,NULL,NULL,NULL,2011
81.58,Arabica,Enrique Eduardo Lopez Aguilar,LA CONCORDIA,Mexico,2012,Marigojipe,Completed,Natural_Dry,7.33,7.5,7.25,7.5,7.5,7.17,10,10,7.33,11,0,0,0,NULL,1600,m,2012
81.58,Arabica,Enrique Eduardo Lopez Aguilar,LA CONCORDIA,Mexico,2012,Typica,Completed,Natural_Dry,7.67,7.58,7.42,7.58,7.58,7.42,10,8.67,7.67,11,0,0,2,NULL,1650,m,2012
81.58,Arabica,FREDY GORDILLO REYES,LA CONCORDIA CHIAPAS,Mexico,2013,Typica,Completed,Washed_Wet,7.67,7.5,7.42,7.5,6.75,7.42,10,10,7.33,12,0,0,9,Green,1400,m,2013
81.58,Arabica,Ipanema Coffees,SOUTH MINAS,Brazil,2013,Yellow Bourbon,Completed,Washed_Wet,7.42,7.42,7.33,7.33,7.5,7.25,10,10,7.33,12,0,0,3,Blue_Green,1260,m,2013
81.58,Arabica,Juan Luis Alvarado Romero,ORIENTE,Guatemala,2013,Bourbon,Completed,Washed_Wet,7.42,7.33,7.17,7.58,7.42,7.5,10,10,7.17,12,0,0,1,Green,4300,ft,2013
81.58,Arabica,Juan Luis Alvarado Romero,HUEHUETENANGO,Guatemala,2017,Bourbon,Completed,Washed_Wet,7.42,7.42,7.08,7.5,7.42,7.33,10,10,7.42,12,0,0,0,Green,NULL,NULL,2017
81.58,Arabica,"Lin, Che-Hao Krude 林哲豪",GUOXING TOWNSHIP NANTOU COUNTY 南投縣國姓鄉,Taiwan,2016,Typica,Completed,Washed_Wet,7.42,7.42,7.25,7.67,7.33,7.25,10,10,7.25,10,0,0,0,Blue_Green,800,m,2016
81.58,Arabica,"Lin, Che-Hao Krude 林哲豪",GUOXING TOWNSHIP NANTOU COUNTY 南投縣國姓鄉,Taiwan,2014,Typica,Completed,Semi_washed_Semi_pulped,7.33,7.17,7.08,7.08,8.33,8.25,10,9.33,7,0,0,0,0,NULL,850,m,2014
81.58,Arabica,MDH,WESTERN REGION,Honduras,2018,Catimor,Completed,Washed_Wet,7.5,7.42,7.08,7.42,7.5,7.33,10,10,7.33,11,1,0,3,Blue_Green,1200,m,2018
81.67,Arabica,ALFREDO BOJALIL,LA CONCORDIA CHIAPAS,Mexico,2012,Bourbon,Completed,Washed_Wet,7.58,7.42,7.25,7.58,7.25,7.17,10,10,7.42,11,0,0,2,Green,1400,m,2012
81.67,Arabica,CADEXSA,MARCALA,Honduras,2016,Catuai,Completed,Washed_Wet,7.58,7.5,7.33,7.33,7.42,7.25,10,10,7.25,11,0,0,2,Blue_Green,1450,m,2016
81.67,Arabica,"CECA, S.A.",TARRAZU,Costa Rica,2013,Caturra,Completed,Washed_Wet,7.5,7.17,7.17,7.17,7.5,7.08,10,10,8.08,11,0,0,3,Green,1850,m,2014
81.67,Arabica,Chris Finch,BENER MERIAH,Indonesia,2013,Sumatra,Completed,Semi_washed_Semi_pulped,7.17,7.42,7.33,7.42,7.33,7.42,10,10,7.58,11,0,0,0,Bluish_Green,NULL,NULL,2014
81.67,Arabica,CHRISTINA DUSING,VERACRUZ,Mexico,2012,Bourbon,Completed,Washed_Wet,7.5,7.42,7.33,7.42,7.42,7.42,10,10,7.17,11,0,0,2,Green,1200,m,2012
81.67,Arabica,"COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",JINOTEGA NICARAGUA,Nicaragua,2016,NULL,Completed,NULL,7.58,7.5,7.25,7.25,7.5,7.25,10,10,7.33,10,0,0,1,Green,NULL,NULL,2016
81.67,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,NANTOU GUOXING 南投縣國姓鄉,Taiwan,2013,Typica,Completed,Washed_Wet,7.58,7.42,7.33,7.42,7.33,7.33,10,10,7.25,11,0,0,0,Green,750,m,2013
81.67,Arabica,CQI Taiwan ICP CQI台灣合作夥伴,CHANGHUA BAGUASHAN 彰化市八卦山,Taiwan,2013,Typica,Completed,Semi_washed_Semi_pulped,7.5,7.5,7.5,7.25,7.42,7.25,10,10,7.25,11,0,0,0,Green,150,m,2013
81.67,Arabica,DAE Ltd Company,MBINGA,Tanzania,2014,Other,Completed,Washed_Wet,7.42,7.33,7.25,7.42,7.5,7.42,10,10,7.33,12,0,0,0,Green,1500,m,2015
81.67,Arabica,Dane Loraas,VERACRUZ,Mexico,2014,NULL,Completed,Washed_Wet,7.42,7.42,7.67,8,7.58,7.5,9.33,10,7.42,0,0,0,4,Green,NULL,NULL,2014
81.67,Arabica,FREDY GORDILLO REYES,LA CONCORDIA CHIAPAS,Mexico,2013,Typica,Completed,Washed_Wet,7.5,7.42,7.08,7.58,7.33,7.33,10,10,7.42,12,0,0,6,Green,1400,m,2013
81.67,Arabica,Ipanema Coffees,SOUTH OF MINAS GERAIS,Brazil,2017,Bourbon,Completed,Natural_Dry,7.42,7.5,7.25,7.5,7.5,7.25,10,10,7.25,11,0,0,5,Green,890,m,2017
81.67,Arabica,Ipanema Coffees,SOUTH MINAS GERAIS,Brazil,2014,Bourbon,Completed,Washed_Wet,7.25,7.42,7.25,7.5,7.5,7.42,10,10,7.33,10,0,0,2,Green,1260,m,2014
81.67,Arabica,Ipanema Coffees,SOUTH OF MINAS GERAIS,Brazil,2015,Yellow Bourbon,Completed,Natural_Dry,7.25,7.75,6.92,7.42,7.5,7.58,10,10,7.25,0,0,0,0,Green,1,m,2015
81.67,Arabica,JOSE LUIS MUNOZ GUERRERO,YAJALON,Mexico,2012,Bourbon,Completed,Washed_Wet,7.67,7.25,7.17,7.75,7.5,7.25,10,10,7.08,11,0,0,4,Green,1400,m,2012
81.67,Arabica,Juan Luis Alvarado Romero,JALAPA,Guatemala,2012,Bourbon,Completed,Washed_Wet,7.5,7.67,7.33,7.33,7.33,7.33,10,10,7.17,11,0,0,4,Green,5750,ft,2012
81.67,Arabica,Juan Luis Alvarado Romero,SANTA ROSA,Guatemala,2017,Bourbon,Completed,Washed_Wet,7.42,7.33,7.17,7.67,7.33,7.42,10,10,7.33,12,1,0,3,Green,4000,ft,2017
81.67,Arabica,Juan Luis Alvarado Romero,SAN MARCOS,Guatemala,2017,Bourbon,Completed,Washed_Wet,7.42,7.42,7.08,7.42,7.33,7.42,10,10,7.58,10,0,0,1,Green,1700,m,2017
81.67,Arabica,Kona Pacific Farmers Cooperative,KONA,USA (Hawaii),2012,Hawaiian Kona,Completed,Washed_Wet,7.42,7.33,7.33,7.33,7.17,7.83,10,10,7.25,10,0,1,1,Green,NULL,NULL,2012
81.67,Arabica,MIGUEL CORTES MORENO,SACUN PALMA MUNICIPIO DE CHILON CHIAPAS,Mexico,2012,Caturra,Completed,Semi_washed_Semi_pulped,7.75,7.58,7.25,7.17,7.58,7.33,10,10,7.67,11,0,0,4,Green,940,m,2012
81.67,Arabica,Racafe & Cia S.C.A,LA PLATA,Colombia,2016,NULL,Completed,NULL,7.75,7.75,7.75,7.67,5.25,7.83,10,10,7.67,0,1,0,1,NULL,NULL,NULL,2016
81.67,Arabica,Taylor Winch (Coffee) Ltd.,MBINGA,Tanzania,2016,NULL,Completed,NULL,7.17,7.33,7.33,7.42,7.5,7.33,10,10,7.58,0,0,0,1,Green,1800,m,2016
81.67,Arabica,Tembo Coffee Company Ltd,ILOMBA VILAGE MBOZI,Tanzania,2013,Other,Completed,Washed_Wet,7.33,7.33,7.5,7.25,7.42,7.33,10,10,7.5,12,0,0,7,Green,1700,m,2014
81.67,Arabica,VIRGINIA GORDILLO GORDILLO,TUXTLA GUTIERREZ,Mexico,2012,Typica,Completed,Washed_Wet,7.25,7.67,7.58,7.67,7.67,7.58,10,10,7.58,13,0,1,13,Green,1650,m,2012
81.67,Arabica,NULL,COMAYAGUA,Honduras,2014,Caturra,Completed,Natural_Dry,7.5,7.33,7.5,7.5,7.17,7.17,10,10,7.5,10,0,0,5,Green,1400,m,2014
81.75,Arabica,ARMANDO LUIS POHLENZ MARTINEZ,LA CONCORDIA,Mexico,2012,Caturra,Completed,Washed_Wet,7.33,7.42,7.33,7.67,7.42,7.25,10,10,7.33,12,0,10,14,Green,1550,m,2012
81.75,Arabica,Cafe Politico,,Brazil,2013,NULL,Completed,Natural_Dry,7.17,7.25,7.17,7.25,7.42,8.25,10,10,7.25,10,0,0,1,Bluish_Green,NULL,NULL,2014
81.75,Arabica,DIEGO MANUEL WOOLRICH RAMIREZ,OAXACA,Mexico,2012,Typica,Completed,Washed_Wet,7.42,7.5,7.33,7.58,7.33,7.33,10,10,7.25,11,0,0,1,Green,1100,m,2012
81.75,Arabica,Enrique Eduardo Lopez Aguilar,LA CONCORDIA,Mexico,2012,Typica,Completed,Washed_Wet,7.5,7.42,7.25,7.33,7.67,7.25,10,10,7.33,12,0,0,1,NULL,1650,m,2012
81.75,Arabica,Exportadora de Cafe Condor S.A,HUILA,Colombia,2011,Caturra,Completed,Washed_Wet,7.33,7.42,7.33,7.33,7.5,7.67,10,10,7.17,0,0,0,1,Green,1750,m,2011
81.75,Arabica,Juan Luis Alvarado Romero,SAN MARCOS,Guatemala,2017,Bourbon,Completed,Washed_Wet,7.5,7.5,7.25,7.42,7.42,7.33,10,10,7.33,11,1,0,1,Green,1700,m,2017
81.75,Arabica,Ngorogoro Convenant Estate,NGOROGORO,Tanzania,2014,Other,Completed,Washed_Wet,7.42,7.42,7.42,7.42,7.33,7.33,10,10,7.42,12,0,0,4,Bluish_Green,1600,m,2015
81.75,Arabica,Racafe & Cia S.C.A,HUILA,Colombia,2011,NULL,Completed,NULL,7.42,7.58,6.92,7.08,7.25,8,10,10,7.5,8,0,0,0,NULL,1775,m,2011
81.75,Arabica,SAUL M. HERNANDEZ RAMIREZ,TENANGO DE DORIA HIDALGO,Mexico,2012,Bourbon,Completed,Washed_Wet,7.5,7.5,7.33,7.42,7.25,7.25,10,10,7.5,13,0,2,9,None,774,m,2012
81.75,Arabica,SERGIO LANDA ALARCON,TEPICTLA,Mexico,2012,Mundo Novo,Completed,Washed_Wet,7.42,7.5,7.17,7.67,7.33,7.42,10,10,7.25,13,0,0,23,Green,1250,m,2012
81.75,Arabica,"Sunvirtue Co., Ltd.",VIETNAM,Vietnam,2014,Caturra,Completed,Washed_Wet,7,7.08,7.33,7.5,7.5,7.33,10,10,8,12,0,0,0,Bluish_Green,1040,m,2015
81.83,Arabica,AFCA,KAKOMA,Malawi,2014,Gesha,Completed,Washed_Wet,7.58,7.42,7.33,7.33,7.33,7.42,10,10,7.42,13,0,0,0,Green,1556,m,2014
81.83,Arabica,Aulia Arif Syahri,BALI,Indonesia,2015,Other,Completed,Other,7.75,7.83,7.58,7.75,7.92,7.83,10,10,5.17,11,1,0,0,Green,1250,m,2017
81.83,Arabica,CADEXSA,MARCALA,Honduras,2015,Catuai,Completed,Washed_Wet,7.5,7.5,7.33,7.5,7.42,7.25,10,10,7.33,12,0,0,1,Green,1400,m,2015
81.83,Arabica,"CAFETALERA INTERNACIONAL CAFINTER, S.A.",TRES RIOS,Costa Rica,2015,Caturra,Completed,Washed_Wet,7.67,7.5,7.5,7.25,7.08,7.42,10,10,7.42,9,0,0,0,Green,1300,m,2015
